ALLSKY_SFC_SW_DWN,T2M,TEMP_7DAY_AVG,SOLAR_7DAY_AVG,Performance_Ratio,Actual,Predicted,Anomaly_Probability,Maintenance_Status,Health_Index,Severity_Score,Recommended_Action,Maintenance_Priority,Expected_kWh,Energy_Loss_kWh,Revenue_Loss_INR,Estimated_Performance_Loss_%,Maintenance_Due,Next_Inspection_Window,Fault_Streak,Probable_Root_Cause
5.8022,10.94,10.364285714285714,4.783,2.068181034779911,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,26.502922728989073,26.150433856693517,261.5,98.67,YES,Within 24 hours,2,Normal environmental variation
4.2605,10.09,10.265714285714283,4.515985714285714,4.92899894378594,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,19.23630749968916,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.9104,9.87,10.384285714285712,4.594500000000001,3.258390355164549,1,0,0.03,HEALTHY,97.0,3.0,System operating normally,LOW,21.71647798220508,0.6514943394661543,6.51,3.0,NO,Routine monthly check,0,Normal environmental variation
5.119,11.22,10.54857142857143,4.3905,5.079117015042001,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,23.094548197560414,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.5508,10.26,10.347142857142856,4.454885714285714,2.137143554985651,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,29.095095177832516,28.513193274275864,285.13,98.0,YES,Within 24 hours,1,Normal environmental variation
6.9307,8.86,10.27,5.251542857142858,3.1742825400031744,1,0,0.19333333333333333,HEALTHY,80.67,19.3,System operating normally,LOW,30.64132776819013,5.922968657591152,59.23,19.33,NO,Routine monthly check,0,Normal environmental variation
7.3469,9.95,10.17,5.845785714285715,4.219466713852101,0,0,0.02,HEALTHY,98.0,2.0,System operating normally,LOW,32.27046733484229,0.645409346696848,6.45,2.0,NO,Routine monthly check,0,Normal environmental variation
6.9703,11.67,10.274285714285714,6.012657142857143,4.017043742737042,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,30.886368754451034,0.10192501688968747,1.02,0.33,NO,Routine monthly check,0,Normal environmental variation
6.3842,14.99,10.974285714285712,6.316042857142857,3.1327339369067384,1,0,0.06666666666666667,HEALTHY,93.33,6.7,System operating normally,LOW,28.050843032064982,1.870991230238733,18.71,6.67,NO,Routine monthly check,0,Normal environmental variation
7.0135,15.93,11.84,6.616485714285714,2.566478933485421,1,1,0.9533333333333334,MAINTENANCE REQUIRED,4.67,95.3,Immediate panel cleaning and inspection,HIGH,30.461035972341648,29.038505592433292,290.39,95.33,YES,Within 24 hours,1,Normal environmental variation
4.3212,11.53,11.884285714285712,6.502514285714286,5.785429973155605,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,18.979773124758424,0.06263325131170205,0.63,0.33,NO,Routine monthly check,0,Normal environmental variation
6.5263,7.95,11.554285714285715,6.499014285714286,1.0725832401207422,1,1,0.94,MAINTENANCE REQUIRED,6.0,94.0,Immediate panel cleaning and inspection,HIGH,27.99719309359959,26.317361507983616,263.17,94.0,YES,Within 24 hours,1,Normal environmental variation
5.4002,8.38,11.485714285714286,6.280371428571428,4.073923188030073,0,0,0.01,HEALTHY,99.0,1.0,System operating normally,LOW,22.951945878948983,0.22951945878948976,2.3,1.0,NO,Routine monthly check,0,Normal environmental variation
5.6482,7.66,11.15857142857143,6.0377,3.1868559895187847,0,0,0.25333333333333335,HEALTHY,74.67,25.3,System operating normally,LOW,23.826934137374923,6.035362416997067,60.35,25.33,NO,Routine monthly check,0,Normal environmental variation
6.5191,7.84,10.611428571428572,5.973242857142856,2.454326517464067,1,1,0.9666666666666667,MAINTENANCE REQUIRED,3.33,96.7,Immediate panel cleaning and inspection,HIGH,26.552620685357684,25.668418416535275,256.68,96.67,YES,Within 24 hours,1,Normal environmental variation
5.407,9.29,9.797142857142855,5.833642857142857,5.54836323284631,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,22.39768846392253,0.2978892565701692,2.98,1.33,NO,Routine monthly check,0,Normal environmental variation
5.3815,10.12,8.967142857142857,5.600500000000001,3.902257734832296,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,22.27868139331907,0.5190932764643357,5.19,2.33,NO,Routine monthly check,0,Normal environmental variation
7.0627,12.23,9.067142857142857,5.992142857142857,3.398133858156229,0,0,0.06,HEALTHY,94.0,6.0,System operating normally,LOW,29.211829011907696,1.7527097407144616,17.53,6.0,NO,Routine monthly check,0,Normal environmental variation
6.5378,13.44,9.851428571428572,5.993785714285714,3.67095965003518,0,0,0.043333333333333335,HEALTHY,95.67,4.3,System operating normally,LOW,26.703239079238987,1.1562502521310485,11.56,4.33,NO,Routine monthly check,0,Normal environmental variation
6.3204,14.66,10.748571428571427,6.125242857142857,4.113663692171381,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,26.384984152811395,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.9688,15.97,11.935714285714283,6.171042857142857,4.858598043157754,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,25.362679403117895,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.9732,18.02,13.39,6.235914285714286,3.871966959215281,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,29.639300035792594,0.09780969011811536,0.98,0.33,NO,Routine monthly check,0,Normal environmental variation
4.1093,16.25,14.384285714285712,6.050528571428572,6.813812571484194,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,17.877872572010315,0.11978174623246929,1.2,0.67,NO,Routine monthly check,0,Normal environmental variation
6.6204,14.19,14.965714285714286,6.227514285714285,1.9636275753730887,1,1,0.9733333333333334,MAINTENANCE REQUIRED,2.67,97.3,Immediate panel cleaning and inspection,HIGH,28.327331102091474,27.57099136166563,275.71,97.33,YES,Within 24 hours,1,Normal environmental variation
2.6575,13.68,15.172857142857142,5.598199999999999,9.78363123236124,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,11.89072149239563,0.15814659584886215,1.58,1.33,NO,Routine monthly check,0,Normal environmental variation
6.9698,14.48,15.321428571428571,5.659914285714286,1.0043329794255216,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,29.927283208965896,29.628010376876237,296.28,99.0,YES,Within 24 hours,1,Normal environmental variation
7.3411,14.98,15.367142857142856,5.805728571428572,3.541703559412077,0,0,0.03666666666666667,HEALTHY,96.33,3.7,System operating normally,LOW,31.379093803648612,1.1516127425939047,11.52,3.67,NO,Routine monthly check,0,Normal environmental variation
7.2638,14.7,15.185714285714283,5.990728571428571,3.7170626944574474,0,0,0.08666666666666667,HEALTHY,91.33,8.7,System operating normally,LOW,30.9166811846831,2.680476258712023,26.8,8.67,NO,Routine monthly check,0,Normal environmental variation
7.8703,13.58,14.551428571428572,6.118885714285715,3.6847388282530527,0,0,0.07,HEALTHY,93.0,7.0,System operating normally,LOW,29.621274546456377,2.0734892182519467,20.73,7.0,NO,Routine monthly check,0,Normal environmental variation
7.9778,14.24,14.264285714285716,6.671528571428572,3.7604352077013714,0,0,0.02,HEALTHY,98.0,2.0,System operating normally,LOW,30.525254965922002,0.6105050993184413,6.11,2.0,NO,Routine monthly check,0,Normal environmental variation
7.6802,16.04,14.528571428571428,6.822928571428571,3.645738392229369,0,0,0.09666666666666666,HEALTHY,90.33,9.7,System operating normally,LOW,29.790420790978807,2.880733690487652,28.81,9.67,NO,Routine monthly check,0,Normal environmental variation
7.4076,15.74,14.822857142857144,7.501514285714286,3.779901722555213,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,28.44930846134011,0.662868887149223,6.63,2.33,NO,Routine monthly check,0,Normal environmental variation
6.6221,16.96,15.177142857142858,7.451842857142858,4.228265957928754,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,25.64663821215522,0.17183247602143936,1.72,0.67,NO,Routine monthly check,0,Normal environmental variation
7.056,18.51,15.68142857142857,7.411114285714285,3.5430839002267573,0,0,0.03666666666666667,HEALTHY,96.33,3.7,System operating normally,LOW,26.965808447913666,0.9896451700384326,9.9,3.67,NO,Routine monthly check,0,Normal environmental variation
6.0278,16.72,15.97,7.234542857142857,4.479246159461163,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,23.506942933131427,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
2.8102,12.55,15.822857142857146,6.51167142857143,8.18447085616682,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,11.42841242191516,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.2534,10.46,15.282857142857145,5.836757142857143,2.458966004794984,1,1,0.9266666666666666,MAINTENANCE REQUIRED,7.33,92.7,Immediate panel cleaning and inspection,HIGH,13.039880567598079,12.08405732199314,120.84,92.67,YES,Within 24 hours,1,Normal environmental variation
4.9901,11.68,14.66,5.452457142857143,2.8055549988978177,1,1,0.72,MAINTENANCE REQUIRED,28.0,72.0,Immediate panel cleaning and inspection,HIGH,19.79919441859948,14.255419981391626,142.55,72.0,YES,Within 24 hours,2,Normal environmental variation
4.8365,12.87,14.25,5.085157142857143,3.72169957613977,0,0,0.17,HEALTHY,83.0,17.0,System operating normally,LOW,19.28470755607793,3.278400284533248,32.78,17.0,NO,Routine monthly check,0,Normal environmental variation
5.4223,13.78,13.795714285714284,4.913757142857143,3.135200929494864,0,0,0.2966666666666667,HEALTHY,70.33,29.7,System operating normally,LOW,21.7232764850294,6.445296133108222,64.45,29.67,NO,Routine monthly check,0,Normal environmental variation
5.8531,12.39,12.921428571428573,4.7419142857142855,1.7084963523602876,1,1,0.9966666666666667,MAINTENANCE REQUIRED,0.33,99.7,Immediate panel cleaning and inspection,HIGH,22.65376051166546,22.579003101976966,225.79,99.67,YES,Within 24 hours,1,Normal environmental variation
5.2157,14.08,12.544285714285715,4.625900000000001,1.7255593688287287,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,20.30030026939677,20.030306275813796,200.3,98.67,YES,Within 24 hours,2,Normal environmental variation
2.754,15.6,12.98,4.617871428571428,4.357298474945534,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,10.745002087226391,0.0719915139844165,0.72,0.67,NO,Routine monthly check,0,Normal environmental variation
6.2666,18.77,14.167142857142858,5.048328571428572,3.191523314077809,0,0,0.10666666666666667,HEALTHY,89.33,10.7,System operating normally,LOW,24.450731688351926,2.6088930711471505,26.09,10.67,NO,Routine monthly check,0,Normal environmental variation
7.2473,19.43,15.274285714285714,5.370785714285715,1.9317538945538335,1,1,0.98,MAINTENANCE REQUIRED,2.0,98.0,Immediate panel cleaning and inspection,HIGH,28.150940495078228,27.587921685176664,275.88,98.0,YES,Within 24 hours,1,Normal environmental variation
3.9646,17.31,15.90857142857143,5.246228571428572,6.0535741310598805,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,15.466599544129712,0.05103977849562824,0.51,0.33,NO,Routine monthly check,0,Normal environmental variation
6.0502,17.58,16.451428571428572,5.335928571428572,2.6445406763412778,1,1,0.9266666666666666,MAINTENANCE REQUIRED,7.33,92.7,Immediate panel cleaning and inspection,HIGH,23.34924273179919,21.63774323955831,216.38,92.67,YES,Within 24 hours,1,Normal environmental variation
3.4805,17.59,17.194285714285716,4.996985714285715,7.470191064502226,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,13.904550950355866,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.101,18.45,17.818571428571428,5.123457142857143,3.6059662350434354,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,24.36019590854468,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.8794,17.72,18.12142857142857,5.427085714285715,2.664261999426159,1,1,0.75,MAINTENANCE REQUIRED,25.0,75.0,Immediate panel cleaning and inspection,HIGH,19.246826424599917,14.435119818449937,144.35,75.0,YES,Within 24 hours,1,Normal environmental variation
6.7327,17.35,17.91857142857143,5.493671428571429,3.861749372465727,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,26.33346475452257,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
7.4686,17.26,17.60857142857143,5.525285714285714,2.945665854376992,0,1,0.52,INSPECTION ADVISED,48.0,52.0,Schedule preventive maintenance,MEDIUM,28.9811688546874,15.070207804437448,150.7,52.0,YES,Within 7 days,1,Normal environmental variation
4.3769,17.75,17.67142857142857,5.584185714285716,5.483332952546323,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,16.790018080075406,0.05540705966424753,0.55,0.33,NO,Routine monthly check,0,Normal environmental variation
7.9625,17.37,17.641428571428573,5.857371428571429,1.6326530612244898,1,1,0.9633333333333334,MAINTENANCE REQUIRED,3.67,96.3,Immediate panel cleaning and inspection,HIGH,30.45672168397997,29.338959998177906,293.39,96.33,YES,Within 24 hours,1,Normal environmental variation
8.0251,19.34,17.89142857142857,6.5066,3.11522597849248,0,0,0.07333333333333333,HEALTHY,92.67,7.3,System operating normally,LOW,28.912347302033528,2.119275057239058,21.19,7.33,NO,Routine monthly check,0,Normal environmental variation
7.9706,21.07,18.265714285714285,6.7736857142857145,3.638371013474519,0,0,0.02666666666666667,HEALTHY,97.33,2.7,System operating normally,LOW,29.415826767169634,0.785402574683431,7.85,2.67,NO,Routine monthly check,0,Normal environmental variation
7.8374,21.98,18.874285714285715,7.196257142857143,3.572613366677725,0,0,0.14666666666666667,HEALTHY,85.33,14.7,System operating normally,LOW,28.932321778845502,4.244371604956637,42.44,14.67,NO,Routine monthly check,0,Normal environmental variation
7.4345,22.52,19.61285714285714,7.296514285714285,3.766225031945659,0,0,0.10333333333333333,HEALTHY,89.67,10.3,System operating normally,LOW,27.45717090383857,2.8363257543665235,28.36,10.33,NO,Routine monthly check,0,Normal environmental variation
4.2514,20.49,20.07428571428571,6.836914285714286,3.9986827868466857,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,15.745803701531068,0.26295492181557023,2.63,1.67,NO,Routine monthly check,0,Normal environmental variation
6.8794,17.07,19.97714285714286,7.194414285714286,2.1804227112829606,1,1,0.82,MAINTENANCE REQUIRED,18.0,82.0,Immediate panel cleaning and inspection,HIGH,25.116743549676354,20.59572971073461,205.96,82.0,YES,Within 24 hours,1,Normal environmental variation
4.1918,16.39,19.83714285714285,6.655742857142856,6.202586001240517,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,15.66155458840883,0.20829867602583718,2.08,1.33,NO,Routine monthly check,0,Normal environmental variation
2.581,16.41,19.41857142857143,5.878014285714286,6.5865943432778,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,9.884694560202373,0.16507439915537958,1.65,1.67,NO,Routine monthly check,0,Normal environmental variation
5.0606,17.86,18.96,5.4623,3.1616804331502197,0,0,0.06666666666666667,HEALTHY,93.33,6.7,System operating normally,LOW,19.201129399390755,1.280715330939362,12.81,6.67,NO,Routine monthly check,0,Normal environmental variation
5.4691,16.98,18.24571428571429,5.123971428571429,1.8284544074893487,1,1,0.9866666666666667,MAINTENANCE REQUIRED,1.33,98.7,Immediate panel cleaning and inspection,HIGH,20.43849364274967,20.1666616773011,201.67,98.67,YES,Within 24 hours,1,Normal environmental variation
5.2349,16.72,17.417142857142856,4.809742857142857,2.6743586314924834,1,1,0.8266666666666667,MAINTENANCE REQUIRED,17.33,82.7,Immediate panel cleaning and inspection,HIGH,19.248321389800655,15.912587292948201,159.13,82.67,YES,Within 24 hours,2,Normal environmental variation
1.8852,17.09,16.931428571428572,4.4717142857142855,12.2002970507108,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,7.184088741078418,0.0,0.0,0.0,NO,Routine monthly check,0,Low irradiance conditions
4.7618,18.03,17.068571428571428,4.1692,1.4700323407114957,1,1,0.99,MAINTENANCE REQUIRED,1.0,99.0,Immediate panel cleaning and inspection,HIGH,17.989217935336203,17.80932575598284,178.09,99.0,YES,Within 24 hours,1,Normal environmental variation
5.4322,14.76,16.835714285714285,4.3464,3.129487132285262,0,0,0.16666666666666666,HEALTHY,83.33,16.7,System operating normally,LOW,20.58052318260589,3.4307732145404017,34.31,16.67,NO,Routine monthly check,0,Normal environmental variation
5.0083,14.97,16.63,4.693157142857143,5.1913823053730805,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,19.219882332752775,0.12877321162944355,1.29,0.67,NO,Routine monthly check,0,Normal environmental variation
2.5793,15.8,16.335714285714285,4.338685714285714,6.590935525142481,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,10.195449801740176,0.06830951367165916,0.68,0.67,NO,Routine monthly check,0,Normal environmental variation
1.872,16.68,16.292857142857144,3.824814285714286,2.6709401709401708,1,1,0.9,MAINTENANCE REQUIRED,10.0,90.0,Immediate panel cleaning and inspection,HIGH,7.4596928409073895,6.7137235568166505,67.14,90.0,YES,Within 24 hours,1,Low irradiance conditions
4.8828,14.83,16.022857142857145,3.774514285714286,2.8672073400507907,1,1,0.51,INSPECTION ADVISED,49.0,51.0,Schedule preventive maintenance,MEDIUM,19.643180117162874,10.018021859753066,100.18,51.0,YES,Within 7 days,2,Normal environmental variation
6.8369,14.9,15.71,4.4819,4.095423364390294,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,27.444714174164492,0.36501469851638646,3.65,1.33,NO,Routine monthly check,0,Normal environmental variation
7.0265,15.9,15.405714285714286,4.805428571428571,3.5579591546289047,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,28.291632712626118,0.37627871507792676,3.76,1.33,NO,Routine monthly check,0,Normal environmental variation
7.5288,17.23,15.758571428571427,5.1049428571428574,3.5862288810965888,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,30.729309991006676,0.5131794768498139,5.13,1.67,NO,Routine monthly check,0,Normal environmental variation
3.1435,15.79,15.875714285714285,4.838542857142857,9.225385716557977,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,13.162762346272054,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.2184,16.07,15.914285714285716,5.358414285714285,1.2865045670912132,1,1,0.9433333333333334,MAINTENANCE REQUIRED,5.67,94.3,Immediate panel cleaning and inspection,HIGH,25.756782519606805,24.2963729507451,242.96,94.33,YES,Within 24 hours,1,Normal environmental variation
4.2725,16.34,15.865714285714288,5.701342857142857,2.3405500292568755,1,1,0.95,MAINTENANCE REQUIRED,5.0,95.0,Immediate panel cleaning and inspection,HIGH,16.96626523246669,16.117951970843354,161.18,95.0,YES,Within 24 hours,2,Normal environmental variation
4.7292,18.34,16.367142857142856,5.6794,1.9030702867292568,1,1,0.97,MAINTENANCE REQUIRED,3.0,97.0,Immediate panel cleaning and inspection,HIGH,18.511394344587558,17.95605251424993,179.56,97.0,YES,Within 24 hours,3,Normal environmental variation
5.4816,19.2,16.98142857142857,5.485785714285714,2.918855808523059,1,1,0.6433333333333333,INSPECTION ADVISED,35.67,64.3,Schedule preventive maintenance,MEDIUM,21.503015033189957,13.832889570851098,138.33,64.33,YES,Within 7 days,4,Normal environmental variation
4.5557,17.72,17.24142857142857,5.132814285714285,5.487630879996488,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,18.117830161449575,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.8753,15.85,17.044285714285714,5.039457142857144,3.345308568353381,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,27.434372047556174,0.18381029271862914,1.84,0.67,NO,Routine monthly check,0,Normal environmental variation
6.4745,15.41,16.990000000000002,5.515314285714285,2.9345895435941,0,0,0.38333333333333336,HEALTHY,61.67,38.3,System operating normally,LOW,25.285006518971983,9.69174299872196,96.92,38.33,NO,Routine monthly check,0,Normal environmental variation
5.2291,15.96,16.974285714285713,5.373985714285714,5.545887437608767,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,21.1034084442088,0.06964124786588854,0.7,0.33,NO,Routine monthly check,0,Normal environmental variation
4.8972,17.84,17.18857142857143,5.463228571428572,4.90075961774075,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,20.05540920683596,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.8744,17.9,17.125714285714285,5.4839714285714285,4.718529460036107,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,20.137540948653065,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
2.9539,18.57,17.035714285714285,5.122871428571429,3.0468194590202784,1,0,0.13,HEALTHY,87.0,13.0,System operating normally,LOW,12.151634579580358,1.579712495345447,15.8,13.0,NO,Routine monthly check,0,Normal environmental variation
6.4214,18.02,17.07857142857143,5.3894,1.4015635219734013,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,25.909948192606166,25.736351539715706,257.36,99.33,YES,Within 24 hours,1,Normal environmental variation
2.9801,18.62,17.474285714285713,4.832942857142858,6.711184188450051,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,12.293968337330288,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.231,17.22,17.732857142857142,4.6553,3.249856623972472,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,21.76620194863721,0.5071525054032477,5.07,2.33,NO,Routine monthly check,0,Normal environmental variation
4.7729,16.35,17.78857142857143,4.590128571428571,3.561775859540321,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,19.439902798976377,0.1302473487531408,1.3,0.67,NO,Routine monthly check,0,Normal environmental variation
6.4094,18.76,17.919999999999998,4.806157142857144,3.900521109620245,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,25.531455938195883,0.08425380459604526,0.84,0.33,NO,Routine monthly check,0,Normal environmental variation
6.9168,21.77,18.472857142857144,5.097928571428571,3.90353920888272,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,27.72369600537671,0.3687251568715091,3.69,1.33,NO,Routine monthly check,0,Normal environmental variation
4.6181,19.94,18.66857142857143,5.335671428571429,4.9804031961196165,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,18.995320852394247,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
6.2201,17.77,18.632857142857144,5.306914285714286,3.376151508818186,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,25.730227352995463,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.8458,16.35,18.30857142857143,5.430585714285714,5.980550210619377,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,15.111306172575144,0.049867310369497986,0.5,0.33,NO,Routine monthly check,0,Normal environmental variation
6.5568,17.14,18.29714285714286,5.619985714285714,1.5251342118106392,1,1,0.9933333333333333,MAINTENANCE REQUIRED,0.67,99.3,Immediate panel cleaning and inspection,HIGH,25.775684521169985,25.602987434878145,256.03,99.33,YES,Within 24 hours,1,Normal environmental variation
7.0142,20.27,18.857142857142858,5.940171428571428,3.2790624732685125,0,0,0.05333333333333334,HEALTHY,94.67,5.3,System operating normally,LOW,27.608758676323248,1.471546837448031,14.72,5.33,NO,Routine monthly check,0,Normal environmental variation
6.595,21.97,19.31571428571429,5.966685714285715,3.942380591357089,0,0,0.04,HEALTHY,96.0,4.0,System operating normally,LOW,25.684163421922623,1.0273665368769045,10.27,4.0,NO,Routine monthly check,0,Normal environmental variation
6.8292,24.04,19.64,5.954171428571428,3.660750893223218,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,25.929225816787778,0.3448587033632755,3.45,1.33,NO,Routine monthly check,0,Normal environmental variation
5.3498,24.29,20.26142857142857,6.0587,3.738457512430371,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,20.502580871474223,0.06765851687586277,0.68,0.33,NO,Routine monthly check,0,Normal environmental variation
5.8286,23.56,21.08857142857143,6.002771428571428,3.946059087945648,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,22.547141159347408,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.6563,24.19,22.208571428571428,6.261414285714286,4.066262397680463,0,0,0.006666666666666667,HEALTHY,99.33,0.7,System operating normally,LOW,21.87512409150776,0.14656333141310185,1.47,0.67,NO,Routine monthly check,0,Normal environmental variation
5.1715,24.92,23.32,6.063514285714285,4.254084888330271,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,20.120213376686223,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
5.6827,25.15,24.017142857142854,5.8733,3.519453780773224,0,0,0.02666666666666667,HEALTHY,97.33,2.7,System operating normally,LOW,22.096436910482897,0.5899748655098946,5.9,2.67,NO,Routine monthly check,0,Normal environmental variation
5.1922,24.73,24.41142857142857,5.6729,4.044528330957975,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,19.29252345207954,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.153,23.81,24.378571428571423,5.290585714285714,3.371057067180352,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,15.719766400386208,0.36627055712899903,3.66,2.33,NO,Routine monthly check,0,Normal environmental variation
4.0087,22.85,24.172857142857143,5.098999999999999,4.240776311522438,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,15.4274824893143,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
4.9452,22.65,24.04285714285714,4.972799999999999,2.0221629054436625,1,1,0.8866666666666667,MAINTENANCE REQUIRED,11.33,88.7,Immediate panel cleaning and inspection,HIGH,19.051234092576106,16.892729269887234,168.93,88.67,YES,Within 24 hours,1,Normal environmental variation
3.4582,20.51,23.517142857142854,4.658785714285714,3.4700133017176564,0,0,0.023333333333333334,HEALTHY,97.67,2.3,System operating normally,LOW,13.386145129819043,0.31189718152478285,3.12,2.33,NO,Routine monthly check,0,Normal environmental variation
4.8958,19.56,22.751428571428573,4.6194,3.676620776992524,0,0,0.0033333333333333335,HEALTHY,99.67,0.3,System operating normally,LOW,18.65532253318106,0.06156256435949814,0.62,0.33,NO,Routine monthly check,0,Normal environmental variation
4.8331,20.66,22.110000000000003,4.498028571428571,3.5174111853675694,0,0,0.016666666666666666,HEALTHY,98.33,1.7,System operating normally,LOW,18.44413206840342,0.30801700554233946,3.08,1.67,NO,Routine monthly check,0,Normal environmental variation
4.1119,22.58,21.802857142857142,4.3437,3.161555485298767,0,0,0.15,HEALTHY,85.0,15.0,System operating normally,LOW,15.722989003172168,2.3584483504758254,23.58,15.0,NO,Routine monthly check,0,Normal environmental variation
5.9402,22.4,21.60142857142857,4.5990142857142855,2.525167502777684,1,1,0.9133333333333333,MAINTENANCE REQUIRED,8.67,91.3,Immediate panel cleaning and inspection,HIGH,22.115877965721037,20.198431346093024,201.98,91.33,YES,Within 24 hours,1,Normal environmental variation
4.3613,19.51,21.124285714285712,4.649385714285714,4.815078073051613,0,0,0.0,HEALTHY,100.0,0.0,System operating normally,LOW,16.225040716196567,0.0,0.0,0.0,NO,Routine monthly check,0,Normal environmental variation
3.7908,18.16,20.482857142857146,4.484471428571429,3.6931518412999895,0,0,0.013333333333333334,HEALTHY,98.67,1.3,System operating normally,LOW,13.9730825737482,0.1858419982308508,1.86,1.33,NO,Routine monthly check,0,Normal environmental variation
